"","WM115","WM1205Lu","WM266-4","WM793"
"P49411",207.400674009019,157.279055113582,126.706191917175,356.544191278518
"P49588",1376.56529474043,994.860621130793,881.182099366375,962.211764818291
"P49591",607.603054792269,241.729662032526,317.837005640208,131.475644405469
"P49593",220.975,103.105,161.07,141.666666666666
"P49721",241.33,116.176666666667,139.839681297556,104.561542155465
"P49755",198.34884994511,370.612622174128,40.575,577.912116554048
"P49915",206.437570288168,121.962565228406,186.10968832208,149.77
"P50148",485.376586753123,377.568266244849,307.990395175552,259.137679917193
"P50395",1403.29505167294,1483.74444410724,1401.55107414164,1415.08584634977
"P50443",314.815,381.391979663419,94.1340051491001,759.399945062534
"P50454",587.182394422465,956.663713652885,844.41962064887,1275.82986524118
"P50570",321.689650386631,141.481106686606,201.449939463826,149.721801566968
"P50914",264.910725071932,313.383150113003,159.045,266.565187335905
"P50990",1381.25651062752,1467.02325060618,1219.85349353282,1637.58051242654
"P50991",1381.60789044544,1303.74054894179,1020.98049834498,1252.73967173891
"P50995",377.576070893765,651.527528000228,357.685,462.529121353668
"P51114",220.830353266833,188.97427060956,65.29,185.266586495888
"P51148",1135.30666668173,693.368559877308,826.022942786472,943.22739608087
"P51149",1049.74277777778,804.66496636493,886.130402482359,707.222608695652
"P51153",213.342509697096,426.595218284956,278.873387881663,654.825278351285
"P51665",179.709471895721,56.055,47.4866666666667,112.305
"P52209",423.793029800918,743.0176439912,550.823472672244,559.13531258047
"P52272",110.06,484.373333333334,375.383571428571,731.84263907873
"P52292",848.356638242825,862.55030337073,733.57241066625,668.76656920361
"P52565",385.59712144078,393.118847195082,324.538672367707,388.607949670571
"P52597",323.76,508.399234763107,211.38,709.534726669329
"P52788",266.633333333333,320.519536772242,370.753694944864,116.829985596189
"P52907",723.211701232378,204.261182564131,445.278444491508,369.223652634173
"P52943",169.16,280.234043263446,157.646189294055,126.29
"P53004",185.25,119.805828148379,109.644473835788,85.568282540399
"P53396",1493.99159530156,1103.45719447313,1960.75707377237,1703.21774421631
"P53618",439.603571428572,509.206887004082,217.094156398268,556.542115700329
"P53621",836.744716935353,758.240587962532,491.075589956411,882.035375302715
"P53985",323.420083506817,376.699494654451,404.342943796743,240.286497136794
"P54136",445.666507020093,369.014285714286,139.997804182927,669.218177538827
"P54577",350.939369301537,143.094041684733,387.029246425658,106.220562623139
"P54578",210.766666666667,100.881666666666,224.115,101.81
"P54709",638.789688825977,541.476653125061,564.943120466741,429.35626933973
"P54760",145.051821760861,170.713378865111,257.08916681442,163.372616687607
"P54920",323.288636363636,135.825,341.080384615385,74.825
"P55011",96.1024992843253,81.765,251.696818181818,57.295
"P55060",839.373401682853,492.825495712475,851.576268773743,1270.25865063928
"P55072",2220.70852914807,2323.39767879831,1809.50114317065,2288.16179429685
"P55209",541.918798536938,556.081072524194,497.074593991483,503.373572628765
"P55786",817.046666666666,183.04,465.777331021413,210.211219553771
"P55884",384.805769230769,515.766121105544,377.13349649496,684.140586152562
"P56192",280.27256834743,300.334108269591,124.632492816387,296.846456429501
"P56537",473.914209755702,224.14498746137,207.503087626158,403.582175456748
"P58546",108.655,152.118342984491,126.284165578762,148.114311274856
"P59768",53.7066666666666,51.635,62.0429180054851,37.49
"P59998",251.757222222222,222.117967527459,232.96274771061,181.1225
"P60033",421.156898834477,383.86863730584,369.96500886334,409.376357013028
"P60174",1242.74120444879,1403.29360735122,1328.44644905768,977.144499856159
"P60228",268.214119982656,338.563530608816,175.399066420614,174.787831439084
"P60660",735.81087438032,952.599148508237,954.12715927877,844.410786603297
"P60709",14408.229939652,11714.1957557355,15348.0070217798,12308.4479611694
"P60842",1732.57481834402,1791.57081799624,1438.0749495478,1709.59239299905
"P60866",157.34,217.7675,167.025,219.545
"P60900",425.886328231752,263.092986598649,291.598295748855,364.630128477545
"P60903",428.833571428572,294.462796228601,244.742534607454,255.646843242651
"P60953",685.291842105263,490.468636363637,656.694782608696,492.331388888889
"P60981",943.03269394758,370.006220113462,593.220714285715,556.608540954412
"P61006",329.835088508113,423.053891720867,338.157202656838,430.754118954559
"P61019",279.486666666666,445.011271877764,211.645242803721,296.878823593651
"P61026",372.825191589907,380.048277828569,345.272275470266,283.732690094251
"P61106",737.902931080753,380.23182509756,549.496980293114,621.241978792281
"P61158",748.713076923077,1006.84198062063,663.253015968599,742.198006535948
"P61160",676.879494836134,682.711842651457,841.432763804495,594.680438160239
"P61163",265.868874638017,486.729243415827,566.0243786777,425.319580228541
"P61221",368.905385096141,223.881764838715,287.278245514051,256.955
"P61224",963.34042281794,982.136328533938,951.153788797179,599.562564228225
"P61225",543.296119312951,445.337135001229,645.038153925437,411.42825447619
"P61247",590.902440873098,847.246958837206,544.824272236667,834.511320065293
"P61254",167.938888888889,292.488180478829,59.54,241.435744556502
"P61313",269.693442327817,424.462439007772,233.110836252223,342.104523410042
"P61353",199.656608055908,225.415284741586,95.0779417915525,202.626021449297
"P61586",644.15,641.636595446173,547.594927536232,542.614958760431
"P61764",636.743039332407,228.29896090071,514.291440230018,99.370651716897
"P61978",688.3564022235,924.088641845309,362.375755650923,1022.84930566149
"P61981",1258.2649434137,1275.40111796921,966.811400523876,1059.7115374664
"P62070",136.787774631635,323.1925,151.733333333333,277.06
"P62081",292.052647641909,383.53747552112,259.386131020455,393.234688308277
"P62140",623.689986844082,554.05266081229,702.276756626587,624.525618291622
"P62158",1157.63816985862,1328.11366430988,1311.67155172229,940.314180048458
"P62191",400.324285714286,491.481699595428,269.668648835977,329.536601000762
"P62195",188.80901246206,249.419342895948,204.341870936717,344.616882933082
"P62241",484.276945875757,650.079236697462,454.355291849726,674.305077348479
"P62244",150.88410043754,145.143579555046,188.747770387069,152.351355089286
"P62249",269.318037113595,365.399835113087,163.811463239257,403.179506610454
"P62258",2221.43636449603,2351.70398755014,1653.33304124258,1541.2698251954
"P62263",255.595071521486,227.636555651911,251.138636363636,216.421666666667
"P62266",178.21384994511,259.063117840771,216.915348949565,297.501745075834
"P62269",198.492013504922,380.215811245133,164.157577128402,311.691349132877
"P62277",218.96677183769,292.789572501443,85.3660285639415,258.14151621363
"P62280",272.642261951165,414.947020500812,216.027577600512,349.588238436238
"P62330",308.522092227642,430.987691343785,181.942594988496,424.038581126745
"P62333",194.385,149.463281228117,192.860735201106,252.028145011113
"P62424",528.098361398781,732.636842461585,499.592402937383,807.943871576024
"P62495",267.672144585649,271.579617766545,234.240696581877,266.392114587838
"P62701",746.516410457235,752.643942091998,682.11769150841,973.515117737746
"P62753",349.438572269367,464.798466304614,264.457205578133,383.204268987783
"P62805",184.6675,541.613960487701,105.42,517.208929508809
"P62820",478.375902831882,884.896609644017,587.208239139799,749.811441047312
"P62826",266.989176554149,314.325859409689,271.377382205677,295.745588511693
"P62829",181.3425,209.156666666667,108.261666666666,208.463333333334
"P62834",938.26257961246,564.782925861138,1005.96282745778,498.843373783632
"P62841",377.731215925313,604.804989782313,336.589866807464,388.383916118261
"P62847",238.55,260.027777777778,108.515,257.37888848802
"P62851",178.582471970775,153.15861623802,92.3949372488034,149.570206862592
"P62854",117.925714285715,148.549285714286,107.895,150.667142857143
"P62857",99.365,101.9,91.835,114.45
"P62873",1095.09014831552,1370.82420384204,988.358418317797,1340.18751011795
"P62879",1369.0250924323,1587.24624568856,1316.12701672113,1648.4185806088
"P62888",196.92,290.157905290236,134.61,327.071855648999
"P62906",280.875045062735,583.026432622781,252.533775576637,498.226758368146
"P62913",146.515,225.055,114.124196565543,208.560022954221
"P62917",229.139984066581,319.170733626136,239.088257054213,326.028307379646
"P62937",1640.366875,1839.89924378218,2584.20407053316,1710.12915910104
"P63000",311.052332456396,299.671611016554,382.351803548891,280.359878774434
"P63010",1056.94950751546,677.185887452738,712.212333987402,553.55741328881
"P63092",1213.68670533141,688.665845308391,672.851342858477,1127.2577771964
"P63104",2685.4019212501,2875.4570055016,1703.56731141461,1859.34914652479
"P63151",161.655659972765,195.357159538568,218.150440837172,70.3512176394552
"P63173",101.535,107.949544943364,47.53,104.002385884404
"P63241",942.386277286555,1042.24256889643,946.045575363388,799.86019806997
"P63244",675.140157376585,717.854456088639,359.193001227388,891.20670237426
"P63261",14741.8313392067,11714.6118194959,15720.6077990639,11970.2699844846
"P67775",386.79,261.405434486393,360.711392656408,381.270840656226
"P67809",245.030174869408,358.797913062935,156.735508898626,289.316345695238
"P67936",354.77272496748,234.859343592837,134.423333333334,145.091885684705
"P68032",4553.23681978725,3587.37545610553,5334.26986987301,3546.82804809861
"P68104",3900.00709893972,2906.0666574285,3123.30830321274,3143.224036446
"P68371",3560.53621960159,3379.93583255257,4615.91169951158,3739.19500651707
"P78371",1868.98254932842,1916.36250320618,1751.93672854653,2293.0968334646
"P78417",239.279285714285,149.12,262.506212121212,189.783309555767
"P78539",318.965855394312,579.631946673501,367.42851291174,359.096288810752
"P83731",154.76,191.631044545665,143.49,203.385
"P84098",173.901590954873,298.00276556904,179.040449104126,315.569290910803
"P98160",305.914874248542,2190.56615388882,1628.68334777129,1217.9307805539
"Q00341",289.489611049888,999.679945707644,205.934820334647,590.895095338845
"Q00535",71.0083495639608,56.5068462748548,112.245826546283,88.9384613309644
"Q00610",4505.57351685638,4275.63480297174,3639.87926199245,4801.37802811307
"Q00796",341.212653424261,236.794773264847,440.161482348228,326.890978168826
"Q00839",369.207626872428,694.792525519165,502.587389153127,1192.15840448348
"Q01082",2584.35854666213,2655.8028610555,2283.59510986794,889.718237821378
"Q01105",280.929672604712,247.059776239171,205.00484313511,308.238862996183
"Q01518",1896.73232906057,2217.1832954177,1825.73588625789,1743.76667103505
"Q01650",232.732857142857,339.261092825554,269.732464889259,373.788836620119
"Q01813",789.015,654.856795780647,1017.56727887951,867.110619217983
"Q02241",2142.5982688267,3358.50972775383,3230.25408185555,4107.21323097692
"Q02543",148.835208657152,270.879873316178,165.186889194752,237.661269152836
"Q02790",447.553907002432,438.793722628108,88.765,238.795658688548
"Q02878",532.91875,816.072695200775,516.882294849786,787.696705229868
"Q02952",690.883906130437,3140.64883641401,464.984501959604,1213.85854300899
"Q03135",299.7125,258.351683094081,271.905,358.412087912088
"Q04637",439.405,647.734278247932,140.385,285.892740496672
"Q04760",248.882211423173,250.791228670878,141.468333333334,235.429485873179
"Q04917",901.714400903115,1037.20720191222,801.689650738496,756.318685344989
"Q04941",36.67,35.885,39.5414406112827,46.235
"Q05209",68.91,48.285,70.4,146.365697268326
"Q06210",680.754759588368,1495.6033818284,898.595208156537,1249.69720700516
"Q06323",232.30993657034,132.637142857143,158.854304956342,122.19
"Q06830",317.767142857143,531.377104272,256.94,470.14439428584
"Q07020",146.974875033878,391.185768055942,237.388123549379,331.130805304109
"Q07021",188.953571428572,224.226666666667,195.673727822599,549.501605472542
"Q07157",38.525,376.736659369621,98.7766666666665,40.8152949817347
"Q07866",263.755,337.784960908554,193.546666666667,125.886666666666
"Q07960",232.761822127108,170.575,130.238333333333,64.32
"Q08211",325.191300018583,368.661077685449,230.809944257199,1075.09548066533
"Q08431",1746.40352709398,2859.04546207489,3775.65772308501,2556.39548590646
"Q08945",61.805,101.303333333333,80.12,105.224605996502
"Q09666",3634.1381109792,4847.43325856208,1797.36264222378,3136.09056357888
"Q10567",626.837716535878,324.124074276109,297.811103024617,415.29599320898
"Q12765",441.467730466828,653.161795424823,404.372196782951,908.982643994144
"Q12905",229.715340007003,266.550613845794,135.854582717943,595.35731918664
"Q12979",301.344277716788,276.141034397038,281.662190177998,76.413455941611
"Q13045",318.310466729622,313.29588728016,255.459009951084,433.636426879739
"Q13126",127.870300610001,380.455058539511,98.875921315704,158.892255561096
"Q13131",142.64,80.07,32.08,62.0683333333333
"Q13162",225.601666666667,448.420038660135,250.482885736162,453.377770571565
"Q13200",1030.27652710904,1113.66301996492,814.424574140849,1061.16731101167
"Q13283",256.944285714286,372.64,100.66,150.46
"Q13347",348.293136959598,259.656848582292,263.804253743025,333.240291137183
"Q13409",232.923341476065,411.447289664171,237.253775842636,223.052525886757
"Q13418",189.005,428.431269652566,146.711367874631,88.02
"Q13425",201.568415687163,260.242226654545,308.773907071988,282.967900915765
"Q13492",296.151089881402,232.069316240617,457.451111087412,251.762398024846
"Q13509",2400.63072593591,2539.97393239701,3564.65104668787,2454.70376300671
"Q13561",147.9,222.301598180184,156.518898407661,173.145
"Q13765",262.343333333333,286.419028498023,38.295,191.522945397008
"Q13813",3208.74028159444,3536.76874562628,2849.06825087863,1249.29315146955
"Q13838",310.204136144732,296.767278585477,151.738069916734,491.46052790154
"Q13884",451.671237102609,57.35,1101.51080460811,165.410196854419
"Q14019",329.168181818182,394.733790126116,252.51376993646,457.199864060662
"Q14103",239.533333333334,181.07,191.837145024139,405.187768002536
"Q14108",171.549457843198,143.691993912115,109.132826442798,174.170733451043
"Q14118",39.99,145.695807103739,105.467382098945,112.765
"Q14152",746.134303945385,684.782551524004,253.714779964735,320.387186360153
"Q14160",412.183575506839,1038.46700564924,914.496175129243,345.792647525653
"Q14204",4926.81692116603,4567.11094181873,5000.45711524345,4453.36524247188
"Q14247",187.72331681846,322.409280233095,223.468177425073,120.475
"Q14258",183.334194373835,138.516831848726,304.036660907759,133.574901104418
"Q14344",582.308485665913,321.77597005873,626.138300045944,250.901133921737
"Q14644",241.20244643455,139.277282115717,198.810740861616,91.5547696077545
"Q14697",731.339980076336,650.613139819962,560.146258404986,940.952814527092
"Q14699",555.785967400423,33.442966019298,146.577174756724,179.364035867742
"Q14764",686.562475882706,1937.16362394607,757.631034265461,1947.28711485968
"Q14847",66.72,320.299802235444,109.66,86.5683333333335
"Q14974",1773.59962043089,1341.26817991506,1457.3976215281,1679.81686316611
"Q15008",283.9175,303.500807382747,367.179947894463,390.484630780335
"Q15019",1097.86765104756,1126.40605587428,1287.78588553747,1184.46279968637
"Q15029",238.855,184.22,177.612142857143,532.453823529412
"Q15046",444.975,228.56210754056,153.35,125.029285714285
"Q15058",921.042066983155,2408.00722750655,1870.80939024367,3627.81075143406
"Q15084",704.325526315789,1040.84438318333,744.672516746014,1112.26904834268
"Q15149",3246.76439058145,7503.36935248549,2120.30989295987,9043.16698179075
"Q15181",82.57,223.494509727387,198.345663666234,62.6866666666667
"Q15185",192.088333333334,128.322803006869,82.6316666666665,135.192803006869
"Q15286",333.902130712409,445.713319254349,361.173455368058,544.617740821951
"Q15365",457.24621304241,561.156178471918,549.825339267661,458.679272627527
"Q15366",367.855454545455,423.853451693575,436.557884615385,367.655227272728
"Q15382",79.45,167.101120084782,160.170530922424,248.461514149688
"Q15436",233.34,280.553074469985,241.669696628909,252.477284829304
"Q15582",672.839633061191,2402.26669953115,198.580470476592,2567.51566410155
"Q15691",150.064976753242,175.718918637699,76.1783333333333,236.566731906758
"Q15758",457.991156756236,503.549484584093,607.233873881416,452.113095238095
"Q15907",635.665280333963,539.666549331109,580.05594868444,430.484022855275
"Q16181",1018.72062613009,1231.61497814699,1413.98189977288,1285.79047275906
"Q16186",78.055,79.7493937264017,79.1993937264017,69.69
"Q16363",492.700833333333,731.882495201228,234.450656256115,882.382551069181
"Q16401",291.105723445755,112.609983531917,209.423860710497,115.675
"Q16543",242.169092344259,246.26,218.777777777778,200.22
"Q16555",495.130384615385,753.187505914293,1133.15888181273,1657.21216133677
"Q16658",951.92358044449,3581.36910039088,1973.67194776116,3708.38867836307
"Q16851",1024.40902826887,1322.45817474426,659.050398332084,635.795551452406
"Q16881",512.490862033997,970.875071587608,459.623549462157,1222.07524646039
"Q32P28",27.445,79.1316666666667,36,251.62
"Q5T4S7",295.901302707394,235.710690650053,359.735989351036,147.665673183448
"Q5VYK3",231.045,73.0183333333333,92.2132333477865,90.3287943538857
"Q5ZPR3",289.979609292793,209.952328221765,248.574956852607,44.73
"Q68CZ2",135.33920954042,315.504334009221,159.490225694562,376.176403377003
"Q6DD88",190.995,111.558333333334,68.815,494.361687951299
"Q6IBS0",187.9,501.846896559319,161.786666666667,327.402596164338
"Q6NZI2",600.806422200676,684.567176330159,465.321730891638,984.31347181419
"Q6UVK1",5096.74230818439,5650.33710469159,7698.40831711467,5402.68398515275
"Q6YHK3",1600.34380401744,4020.51199555526,1894.20124339279,1927.00004944876
"Q6ZVM7",194.509986068188,56.34,85.8242546490372,81.8066666666667
"Q7KZF4",1398.66746088471,1625.5333013428,1122.80739534913,2311.17912033854
"Q7L1Q6",150.188333333334,180.300130474292,206.285266628125,213.940525185401
"Q7L2H7",513.341666666666,320.95915211277,296.710765882284,325.858320794703
"Q7L576",588.135053563206,697.874365877297,663.793879738075,443.054060062432
"Q7Z2W4",116.955,418.124107384089,173.31119047619,147.166666666666
"Q7Z3E5",161.091666666666,82.375,283.835,104.046666666667
"Q86UX2",405.298461538461,913.189396693184,331.048979146924,1431.70394338396
"Q86VI3",1008.32631977872,3410.24261811397,1503.36747516768,3848.76906796829
"Q86VP6",1241.60244402431,652.51522908649,880.092385759222,952.766347863336
"Q86W92",527.067847865599,1135.53040472807,280.963136781364,35.51
"Q8IYI6",243.111668758922,138.600982576402,67.74,68.5666666666666
"Q8IZP0",203.205,165.35,175.94,118.446666666667
"Q8N392",154.2,85.31,192.250357716139,141.130357716139
"Q8NBS9",311.577594455453,293.545845582851,210.611912973644,599.219863762508
"Q8NC51",176.436111111111,314.421453200748,38.635,127.683443306632
"Q8WTV0",239.950162822112,73.76,92.58,93.04
"Q8WUM4",1029.75444319073,1224.45586226727,1239.41896256026,652.056231196471
"Q92499",535.931757819792,450.270327709381,517.299370448815,640.88185228386
"Q92530",125.57,117.41,86.9433333333335,96.33
"Q92542",316.28,138.978333333333,90.38,105.891932811061
"Q92597",1218.4523091311,802.15337164536,2279.53518626584,1293.62155604523
"Q92598",554.003461538461,994.934056661849,823.509803800297,612.910555555555
"Q92599",332.76486371059,284.550191501358,494.657063611726,381.499613118345
"Q92616",952.468436824081,376.869349299905,685.311651988696,735.011640280759
"Q92743",146.787418453723,290.439970035522,226.361108470609,333.92132935913
"Q92841",199.036666666667,193.001859718409,152.109285714286,291.981538461538
"Q92882",57.315,83.24,96.1566666666665,100.091328861051
"Q92888",337.0212922,120.9,164.86154718703,133.120076842356
"Q92930",267.734510450317,341.362941284875,338.090698938309,370.701596013084
"Q92973",353.505969907287,210.966399314624,153.754987461369,232.421512459819
"Q92974",169.28227503252,265.580531546994,136.171998954681,214.292791841846
"Q93050",291.165,58.52,52.195,112.183776538941
"Q969P0",516.451377170537,264.192535000197,282.127007041515,147.268039721403
"Q96A65",124.460962527628,170.918333333334,292.406666666667,90.3716666666665
"Q96AC1",59.935,258.48,100.46,113.845
"Q96BJ3",147.816666666666,399.852560583185,233.815393116391,84
"Q96CW1",394.890786852719,220.300874817174,382.213971036767,333.493888888888
"Q96EY5",134.328776538941,66.535,84.7166666666665,86.7166666666665
"Q96FW1",318.347373775208,97.919054677944,162.50414484602,174.487044076195
"Q96KP1",66.01,114.661198197909,224.054856551485,111.796659906338
"Q96KP4",771.204509991524,184.708854081415,633.520207807643,162.3
"Q96N67",246.799412489898,123.388587355969,499.656354901857,165.553965566627
"Q96P70",167.56,339.754164324417,157.994635384156,263.995276980921
"Q96QK1",450.952062035669,193.68735465975,444.961139592975,224.361478356959
"Q96RT1",190.967945788844,139.475399240513,115.427932255514,78.4033333333334
"Q96TA1",1213.41071777557,848.220174479624,1300.50942998745,1446.43350201446
"Q99426",36.17,181.072106249148,125.371666666666,38.405
"Q99436",95.589215679886,78.415,182.466628662197,71.263521129406
"Q99460",657.135478055282,709.526885952136,554.074137712459,763.614691831091
"Q99497",841.048888667044,637.923348056381,756.251178952404,613.002896419615
"Q99598",272.195,151.305,146.911666666667,95.5449999999998
"Q99613",430.057251867625,551.236221353388,273.377063908574,383.075193119926
"Q99733",373.26866927806,700.596428090885,383.067308165516,491.422594209487
"Q99798",161.255,91.9366666666665,84.5833333333331,175.590615347361
"Q99829",688.48908279949,371.180192606946,404.319275779116,606.105185240371
"Q99832",1749.54793568077,1094.82415223492,1413.58136349725,1462.86061952662
"Q9BPX3",81.28,119.813827863443,94.6033132554728,108.331757014378
"Q9BQE3",3007.90670724539,2529.31166849858,3538.33635871688,3022.56101502042
"Q9BR76",227.792265622307,87.9566940834505,194.267849460876,216.640778016278
"Q9BSJ8",782.008602106658,521.910469038733,376.257209762389,1090.16868093543
"Q9BT78",152.805,61.475,162.77,99.31
"Q9BUF5",1365.27991300595,1006.38562551829,1857.23881353433,1273.85672525346
"Q9BWD1",236.294195304951,57.4033333333334,231.875622481988,235.111578605176
"Q9BXS5",209.428333333334,81.2633333333333,179.945,99.8083333333335
"Q9BY67",128.002439373091,217.127210046484,133.579818472918,76.592188504114
"Q9BZQ8",827.325956733229,771.001849458497,499.54483849161,177.756350185404
"Q9C004",123.515,84.44,166.446666666666,305.714302558207
"Q9H0H5",1408.95239981418,1974.94338849441,2185.57096557792,2526.21493109171
"Q9H0U4",617.92716693863,1058.84761325456,829.087554384693,1032.56368107253
"Q9H223",979.9439781506,571.567093901385,441.282089323073,620.282312809584
"Q9H2G2",76.130232641291,338.034400948061,415.518194675487,183.758307994215
"Q9H2M9",59.96,50.4969878314336,94.6190226480752,138.950577312341
"Q9H3N1",37.98,72.0747930383945,45.885,86.191518567269
"Q9H3U1",209.981666666667,61.775,178.419243534749,104.184744833687
"Q9H4A4",460.045,187.188333333334,268.030785940198,183.69
"Q9H4M9",326.06,701.974521424037,521.125136958736,706.93890224287
"Q9HAV0",948.196171536116,713.536568901267,799.134580595395,364.580344323763
"Q9HB71",229.057857142857,179.63901382111,85.96,147.275
"Q9HDC9",217.03703645722,155.186142123318,264.42587131556,288.456645662905
"Q9NP72",53.485,161.168301580181,258.652160124395,210.835235451838
"Q9NP79",99.015,105.807789528296,79.65,87.1315905896025
"Q9NPH3",426.625578775985,117.43,222.288333333333,121.95
"Q9NQC3",289.86,826.923831673102,238.53,322.41
"Q9NQW6",1048.91576863096,2360.03379450449,2093.33371172012,2076.89556667452
"Q9NQW7",179.66,222.435,281.467339473759,215.985
"Q9NR31",82.715,235.087666997083,138.691954061092,218.998768961707
"Q9NR45",176.018613952597,230.666666666667,128.475,164.3
"Q9NRY6",122.695,171.87887591765,173.677906938237,197.108792628615
"Q9NSD9",267.149358914689,157.108254443126,200.692284427532,341.340686786803
"Q9NTJ3",42.13,120.104683213981,102.644913471594,156.693238829908
"Q9NTK5",293.568121418568,328.360665832929,180.660012802946,198.201515000995
"Q9NUP9",128.97,142.966541123789,61.6407251490077,50.355
"Q9NUQ9",404.974594559898,223.374108948401,375.308891536409,116.82065426348
"Q9NVA2",798.03546813491,1351.83087937544,1597.4535449972,1359.93469680479
"Q9NVD7",165.738333333334,232.802683352461,82.455,79.24
"Q9NZM1",4179.33946070571,3348.33499833891,1270.32413447947,5249.36096804871
"Q9NZW5",144.183333333333,589.03437978061,309.296067933697,149.300145048985
"Q9P0V9",327.957272727273,606.206384425509,433.368007586668,584.244473235407
"Q9P2B2",2004.740266812,774.845312001509,1050.85990649551,424.978147531689
"Q9P2J5",571.856666666666,568.909807132962,640.334552576669,848.997156982389
"Q9UBB4",88.79,143.526434194409,71.1721981684881,63.3906718157671
"Q9UBI6",374.585352331787,497.864675024663,390.31486570837,309.185904076837
"Q9UBQ5",103.18,110.531998102484,62.735,91.2658495400325
"Q9UEY8",185.560030916091,127.69,112.025,112.081924397259
"Q9UHB9",161.07,208.701666666666,197.695,226.520487857287
"Q9UHD1",251.592142857143,153.805,156.58,70.595
"Q9UHD8",1005.80354109128,1199.08482623812,1584.94871998657,975.750486360872
"Q9UHY7",92.765,90.6403910301381,73.59,123.748271422956
"Q9UI12",260.06,105.784888869004,199.520957072495,106.47
"Q9UJU6",182.372476077932,567.19511832495,196.71,429.111328897199
"Q9UKE5",212.089719295609,404.570261212853,231.420466021612,128.752856712006
"Q9UL25",159.35,146.29,82.7719369142857,160.343333333334
"Q9UL46",254.172338482433,334.623449016883,358.235508041445,503.135302196921
"Q9ULC3",258.16586381184,196.755918005338,211.320411718165,203.157649208989
"Q9ULH0",82.77,121.27,116.986666666667,193.032106659217
"Q9ULV4",609.498695364523,447.344325341327,675.909423722788,273.929554619158
"Q9UN86",154.68,84.6333333333334,68.535,102.096666666666
"Q9UNM6",372.195,152.77,323.131923076923,324.045129870129
"Q9UQ80",640.943643683646,580.298221350345,351.160486910688,589.681162546359
"Q9Y230",475.720852158129,318.360555692122,243.019574222666,548.649814046366
"Q9Y262",385.255,316.6875,282.83047736522,333.879431793075
"Q9Y265",724.154176344693,450.806791715841,511.017220120727,639.81449712804
"Q9Y266",265.864049412298,154.903422173431,120.300213216234,185.106705777212
"Q9Y281",522.874411764706,467.743098824818,501.431365474816,480.385418652503
"Q9Y285",212.945,153.486666666667,204.267978603047,138.055
"Q9Y2A7",347.558333333333,346.944905858583,446.230636504702,207.141491434069
"Q9Y2J2",395.106011140667,1200.33860112841,479.121908023835,990.717823511919
"Q9Y316",104.62,60.39,98.29,72.225
"Q9Y376",204.050019815441,358.363746369272,193.697765967901,167.952121442148
"Q9Y3A5",117.324869645034,185.245133087149,52.3459667678404,236.839014320463
"Q9Y3F4",579.131510197502,472.58334351634,379.487147918923,322.621479574144
"Q9Y3I0",283.492857142857,201.732777777778,232.049675740798,313.142857142857
"Q9Y3L5",330.848333333333,319.598333333333,364.033715698134,415.830836978416
"Q9Y490",4278.1317885947,6454.0402639863,3808.91767915311,4254.41894472588
"Q9Y4F1",377.018226275022,1230.10814764219,370.420616336344,331.626924592522
"Q9Y4G6",243.49102773412,313.66,159.982286471754,285.91
"Q9Y4I1",1144.31482092203,40.145,1383.44959127205,111.2014907158
"Q9Y4L1",737.26726206006,1272.63529090645,543.27925986928,1803.58383359445
"Q9Y5L0",108.925,108.71,154.886666666667,190.362296816569
"Q9Y5M8",76.091317338784,90.57,59.7948703054326,86.629768218977
"Q9Y5P6",112.865,78.8683333333335,59.8863624698144,49.7266666666667
"Q9Y5X2",159.565,92.48,102.385,228.496494844269
"Q9Y678",691.193322304125,1072.65285025543,563.448213511715,1180.39197398719
"Q9Y696",1074.06420836561,1273.81138718522,1725.83941580565,722.788356082448
"Q9Y6E0",551.234164344382,577.13477363032,601.013607320587,443.062860001455
"Q9Y6M5",397.265,92.211152457728,277.54495079054,85.9228334056003
"Q9Y6M7",446.590360184009,187.07613751626,418.576390297652,476.777808473197
